NBA 올스타 챌린지 (NBA All-Star Challenge).smc	UNRENDERED	0	53.13	7.94	0	$81:80a0	00000a	13332
NBA 잼 (NBA Jam).smc	OK	21483	79.50	0.00	0	$8a:8085	000104	11826
NBA 잼 토너먼트 에디션 (NBA Jam - Tournament Edition).smc	OK	22270	73.52	4.51	0	$8a:8084	0000b2	13081
NBA 프로 농구 94 불스 vs 선스 (NBA Pro Basketball '94 - Bulls vs Suns).smc	BOOT_CRASH	-	-	-	-	-	-	
NBA 프로 농구 불스 vs 블레이저스 (NBA Pro Basketball - Bulls vs Blazers and the NBA Playoffs).smc	UNRENDERED	0	73.76	4.42	0	$86:a5d3	000000	13627
NBA 행타임 (NBA Hang Time).smc	OK	39567	0.00	25.18	0	$c6:5f11	004212	12858
NCAA 농구 (NCAA Basketball).smc	OK	27037	72.88	6.36	0	$03:8313	0001a1	11944
NCAA 파이널 포 바스켓볼 (NCAA Final Four Basketball).smc	OK	49868	0.00	2.40	0	$80:9098	002141	13509
NCAA 풋볼.smc	OK	44746	89.12	0.00	0	$80:854d	000004	15297
NFL 쿼터백 클럽 (NFL Quarterback Club).smc	OK	7245	74.50	1.66	0	$b2:c7c8	b2166a	13384
NFL 쿼터백 클럽 96 (NFL Quarterback Club 96).smc	UNRENDERED	0	82.57	1.25	0	$84:f8c4	840601	11815
NFL 풋볼 (NFL Football).smc	OK	57140	8.60	5.97	0	$9d:8667	802140	12472
NFL 프로 풋볼 94 (John Madden NFL Pro Football '94).smc	OK	12746	0.58	10.96	42750	$c1:69a9	002143	3686
NHL 스탠리 컵 (NHL Stanley Cup).smc	BOOT_CRASH	-	-	-	-	-	-	
NHL 프로 하키 94 (NHL Pro Hockey '94).smc	OK	56440	27.17	6.25	0	$80:858a	800765	14066
NHLPA 하키 93 (NHLPA Hockey 93).smc	OK	33721	16.29	1.90	0	$83:fa40	000001	12627
NTT JRA PAT (JRA PAT).smc	OK	17421	93.05	0.00	0	$80:8dd5	000089	15225
NTT JRA PAT 와이드 마권 태양.smc	OK	17277	90.70	0.00	0	$80:9688	80008a	11566
P.T.O. 태평양의 함대 (P.T.O. - Pacific Theater of Operations).smc	OK	57344	86.86	0.91	0	$00:96d2	000b55	13263
PGA 유러피언 투어 (PGA European Tour).smc	BOOT_CRASH	-	-	-	-	-	-	
PGA 투어 96 (PGA Tour 96).smc	BOOT_CRASH	-	-	-	-	-	-	
PGA 투어 골프 (PGA Tour Golf).smc	OK	52824	47.64	4.48	0	$00:c855	000001	12472
Pilotwings (U) [!].smc	UNRENDERED	0	84.41	0.00	0	$00:cada	3fc001	12538
Pinocchio (U).smc	UNRENDERED	0	0.00	80.98	0	$81:9290	834212	13223
Prince of Persia (U).smc	OK	53411	91.31	0.74	0	$03:a2be	030800	11917
Prince of Persia 2 - The Shadow & The Flame (U).smc	OK	50944	85.73	0.11	0	$b1:9b50	000021	13078
R-타입III - 더 써드 라이트닝.smc	UNRENDERED	0	25.96	1.39	0	$81:de2e	810209	13262
RHI 롤러 하키 95 (RHI Roller Hockey '95).smc	UNRENDERED	0	35.28	12.18	0	$ba:e0a3	00004a	14124
RPG 츠쿠루 - 슈퍼 단테 (RPG Tsukuru - Super Dante).smc	OK	56401	0.00	3.17	0	$9f:b754	002140	12291
RPG 츠쿠루 2 (RPG Tsukuru 2).smc	OK	57059	0.00	0.88	0	$ad:bd44	002140	12062
RPM 레이싱 (Radical Psycho Machine Racing).smc	OK	496	0.36	5.01	0	$00:89d9	004212	16356
Rise of the Robots (U) [!].smc	UNRENDERED	0	58.07	6.86	0	$c0:d9ea	000309	12159
